effect,detail,link,drugs,tfidf_score,is_top_k,e0,e1,e2
bodily effects,"""I could feel it dancing in my body, softening up adhesion while systematically associating them with stored emotions and memories.""",42.0,j-citronellol,0.17699315674484775,True,27.396378,-18.024145,-11.142525
unity,"""I felt embraced in Gaia in a non-binary sense.""",42.0,j-citronellol,0.14529113128164936,True,9.964012,38.795097,21.2113
interconnectedness,"""I felt embraced in Gaia in a non-binary sense.""",42.0,j-citronellol,0.14529113128164936,True,37.575752,-2.5512614,21.651148
internal hallucinations,"""Wandering through the forest of myself.""",43.0,j-citronellol,0.12070112994641745,True,6.9872313,24.419685,-33.694424
personal mythology,"""Wandering through the forest of myself.""",43.0,j-citronellol,0.29805817290214304,True,28.099815,26.459763,-3.2917614
beauty,"""A sense of awe and wonder at the beauty that I am.""",43.0,j-citronellol,0.17699315674484775,True,19.557425,26.005264,28.700848
memory replays,"""Wrapping myself around the ruins of an old civilization slowly eroding as I grew around it.""",43.0,j-citronellol,0.13231166139779932,True,16.188269,33.274944,1.107272
essence amplification,"""This was about new growth - the shoots, the vines, the leaves""",43.0,j-citronellol,0.17699315674484775,True,31.154285,-3.604616,-33.268208
nature appreciation enhancement,"""This was about new growth - the shoots, the vines, the leaves""",43.0,j-citronellol,0.5961163458042861,True,32.503574,-37.026054,19.494581
geometry,"""The fractals were dancing inside me, rainbows of shimmering light.""",44.0,5-meo-dmt,0.06420521045562348,True,-14.314438,33.35863,28.597494
essence amplification,"""It was like embodying the energetic communication of a continent sized forest in perfect fractal perfection.""",44.0,5-meo-dmt,0.028874240440792332,True,-20.10984,-27.29429,-30.909206
mystical experiences,"""It was like embodying the energetic communication of a continent sized forest in perfect fractal perfection.""",44.0,5-meo-dmt,0.08857556873587043,True,-1.7681937,25.004208,-6.717632
cognitive enhancements,"""Citronellol is an energetic expression of photosynthetic plant life.""",44.0,5-meo-dmt,0.06599826386466819,True,5.883294,-18.130627,-25.091698
analgesia,"""This experience allowed me to remove it."" (referring to a painful muscle ache)",44.0,5-meo-dmt,0.006946356819664569,True,-58.79004,-26.915646,0.078786254
pain relief,"""This experience allowed me to remove it."" (referring to a painful muscle ache)",44.0,5-meo-dmt,0.006946356819664569,True,-55.651123,-27.147205,0.9153955
philosophic contemplation,"""I think ego death is simply a coping mechanism because we can’t truly let go into that state without absolute exploration and accepting of self.""",45.0,5-meo-dmt,0.05242073398923212,True,-21.827414,31.318577,9.02104
fear,fear rises up in me like fire but i understand intellectually that managing my fear is paramount,,5-meo-dmt,0.18598357423733883,True,7.091308,23.652903,36.30175
distortions,room around me breaks up into subtle pixilated digital patterns things look edgy and dark evil,,5-meo-dmt,0.04133526541007286,True,-1.4311254,-11.94722,-12.110194
geometry,close my eyes and see geometric patterns swirl across my mental landscape,,5-meo-dmt,0.06420521045562348,True,-14.314438,33.35863,28.597494
increased heart rate,heart begins to race and it sounds nothing like a heartbeat a thoroughly irregular thump thump thump thump thump thump thump thump,,5-meo-dmt,0.14762594789311737,True,30.695223,-16.748308,29.126873
dissociative effects,fragmented into two parts my rational intellectual self and this scared rabbit slipping down the hole,,5-meo-dmt,0.01181007583144939,True,-32.315147,-11.930366,-9.052168
breathlessness,instinctual breathing mechanism ceases working and i find myself deliberately trying to keep breathing,,5-meo-dmt,0.04167814091798741,True,-3.8988967,-23.05631,26.877161
apnea,instinctual breathing mechanism ceases working and i find myself deliberately trying to keep breathing,,5-meo-dmt,0.013892713639329137,True,-38.672436,-25.302689,28.714314
anticipation,feeling of calmness and anticipation before the experience,,5-meo-dmt,0.04862449773765198,True,-32.76112,22.235357,12.765267
calmness,feeling of calmness and anticipation before the experience,,5-meo-dmt,0.05557085455731655,True,-12.476809,2.6392167,32.079662
preparation,feeling of being prepared for the experience,,5-meo-dmt,0.006946356819664569,True,-46.28068,-29.680958,-0.51955587
emotional intimacy,feeling of being protected and taken care of,,5-meo-dmt,0.03299913193233409,True,-13.310992,-1.2707877,-17.733019
unity,feeling of being connected to the experience,,5-meo-dmt,0.15914500665103892,True,16.058935,40.20216,23.655537
interconnectedness,feeling of being connected to the experience,,5-meo-dmt,0.15575894267974025,True,51.960747,3.1978073,24.237211
meaning enhancement,feeling of having a purpose for the experience,,5-meo-dmt,0.006946356819664569,True,-44.64176,-27.448154,-15.19118
joy,feeling of intense joy and happiness,,5-meo-dmt,0.07640992501631025,True,-3.6580667,10.539398,31.43567
confusion,feeling of confusion and disorientation,,5-meo-dmt,0.15353098580884209,True,29.95807,14.907443,42.08127
visual hallucinations,seeing things that are not there,,5-meo-dmt,0.07749315593222453,True,-1.5110043,12.184294,-31.673084
auditory hallucinations,hearing things that are not there,,5-meo-dmt,0.1240057962302186,True,12.892544,15.7844095,-48.236748
emotional effects,feeling of intense emotions,,5-meo-dmt,0.06495541707297164,True,12.182583,-18.501457,-3.6242847
time dilation,feeling that time is passing more slowly or quickly,,5-meo-dmt,0.08267053082014572,True,-6.439989,44.814507,10.586369
time compression,feeling that time is passing more slowly or quickly,,5-meo-dmt,0.027785427278658275,True,-8.595887,-42.15415,-7.893261
derealization,feeling of being disconnected from one s body or identity,,5-meo-dmt,0.2572153499173369,True,39.734642,24.205564,0.508214
derealization,feeling that reality is different or distorted,,5-meo-dmt,0.2572153499173369,True,57.77706,25.52398,-0.9755662
distortions,feeling that reality is different or distorted,,5-meo-dmt,0.04133526541007286,True,1.1844602,-9.627442,-9.619851
preparation effects,setting the framework of the experience with solid intention redirecting nervous energy to an awareness of physical self in the moment setting out clothing preparing space cleansing the air and taking a shower,,5-meo-dmt,0.006946356819664569,True,-46.861332,-32.247726,-1.0811692
cognitive effects,taking 5 meo dmt and lying naked in bed,,5-meo-dmt,0.22746902549399228,True,46.642426,-1.2338214,-16.016907
disinhibition,taking 5 meo dmt and lying naked in bed,,5-meo-dmt,0.027785427278658275,True,-9.343407,-21.289673,2.4225483
relaxation,taking 5 meo dmt and lying naked in bed,,5-meo-dmt,0.051662103954816345,True,-3.59744,-0.21975447,27.79695
sexual arousal,taking 5 meo dmt and lying naked in bed,,5-meo-dmt,0.025831051977408172,True,-11.432666,-10.333853,2.0933254
afterglow,basking in the afterglow of the experience processing the experience,,5-meo-dmt,0.020839070458993705,True,-17.438925,-29.106752,6.078262
positive affect,basking in the afterglow of the experience processing the experience,,5-meo-dmt,0.0857670096124889,True,19.882027,-15.649237,7.7102294
anxiety,rollercoaster or rock climbing type of anxiety,,5-meo-dmt,0.1111417091146331,True,14.988922,2.5973177,27.81878
cognitive effects,completely committed to the idea for better or worse,,5-meo-dmt,0.22746902549399228,True,37.06267,-8.922322,-14.870568
insight,left in awe and aware of own fragility but very aware of own strength and fortitude,,5-meo-dmt,0.08803766325376622,True,5.467589,28.969234,14.293031
awe,left in awe and aware of own fragility but very aware of own strength and fortitude,,5-meo-dmt,0.034731784098322845,True,-9.737296,3.6726096,7.393097
subjective effects,very intense,,5-meo-dmt,0.14346222604138792,True,30.047712,-33.391926,-11.72275
dizziness,rolly,,5-meo-dmt,0.0903026386556394,True,15.668469,-11.539618,39.79004
ataxia,rolly,,5-meo-dmt,0.07640992501631025,True,-1.7591554,-11.44605,44.62076
humor enhancement,grin and giggle and generally enjoy themselves,,5-meo-dmt,0.06495541707297164,True,6.8812737,-24.779844,-35.184242
enjoyment,grin and giggle and generally enjoy themselves,,5-meo-dmt,0.03674504998819098,True,-11.372889,4.119766,17.368752
euphoria,grin and giggle and generally enjoy themselves,,5-meo-dmt,0.06495541707297164,True,-6.191406,-0.73347753,42.502937
relaxation,feeling sleepy and relaxed dreamy confused,,5-meo-dmt,0.051662103954816345,True,-3.59744,-0.21975447,27.79695
drowsiness,feeling sleepy and relaxed dreamy confused,,5-meo-dmt,0.006946356819664569,True,-61.345665,-12.972843,1.2708782
confusion,feeling sleepy and relaxed dreamy confused,,5-meo-dmt,0.15353098580884209,True,24.000599,9.047441,39.378944
dizziness,feeling very lightheaded dizzy and disoriented,,5-meo-dmt,0.0903026386556394,True,20.236938,-10.031647,40.34608
disorientation,feeling very lightheaded dizzy and disoriented,,5-meo-dmt,0.04167814091798741,True,1.0827597,-9.312836,16.341513
muscle twitching,points on my face are spasming sporadically,,5-meo-dmt,0.025831051977408172,True,-14.898544,-25.127213,17.732529
feelings of bodily heaviness,body feels like it is immersed in agave syrup,,5-meo-dmt,0.013892713639329137,True,-25.766607,-27.329008,8.587092
slowed thinking,body feels like it is immersed in agave syrup,,5-meo-dmt,0.006946356819664569,True,-53.75711,-0.050910912,-15.356575
visual distortions,not much happening visually but things do look different,,5-meo-dmt,0.21181462621474703,True,27.384287,46.109066,-9.547588
auditory effects,music doesn t sound better or worse just the same,,5-meo-dmt,0.006946356819664569,True,-62.204514,-5.3373666,-20.633177
shakiness,feeling a little sick and shaky but not too bad,,5-meo-dmt,0.05314534124152226,True,3.9881628,-9.120507,30.359505
nausea,feeling a little sick and shaky but not too bad,,5-meo-dmt,0.06430383747933423,True,12.124241,-23.198881,35.908905
tactile hallucinations,white crystal powder with distinct bitter smell and taste,,5-meo-dmt,0.04593131248523872,True,-22.905706,11.754023,-22.849478
gustatory hallucinations,white crystal powder with distinct bitter smell and taste,,5-meo-dmt,0.020664841581926538,True,-22.403221,-8.690479,-11.0035925
taste aversion,disgusting to insufflate unpleasant after taste and feeling in the throat,,5-meo-dmt,0.006946356819664569,True,-50.95821,-33.05373,-11.137039
sore throat,disgusting to insufflate unpleasant after taste and feeling in the throat,,5-meo-dmt,0.013892713639329137,True,-31.171856,-36.153187,20.201038
panic,extreme experience which could put mind off limits and induce deep state of trance with potential panic and terrifying dysphoria of near death states,,5-meo-dmt,0.14587349321295595,True,12.473288,4.6369605,44.617626
delusions of death,extreme experience which could put mind off limits and induce deep state of trance with potential panic and terrifying dysphoria of near death states,,5-meo-dmt,0.03543022749434817,True,-22.651602,8.408477,-6.694576
panic attacks,extreme experience which could put mind off limits and induce deep state of trance with potential panic and terrifying dysphoria of near death states,,5-meo-dmt,0.027785427278658275,True,-19.333921,-14.355267,29.088697
joy,boundless joy infinite joy,,5-meo-dmt,0.07640992501631025,True,-1.7364985,11.019842,35.594448
confusion,brief moment of terror bafflement,,5-meo-dmt,0.15353098580884209,True,27.48726,14.85578,37.89039
fear,brief moment of terror bafflement,,5-meo-dmt,0.18598357423733883,True,6.2060065,23.475075,49.124825
derealization,shattering of the world,,5-meo-dmt,0.2572153499173369,True,54.67556,23.784925,4.3845596
dereflective effects,shattering of the world,,5-meo-dmt,0.006946356819664569,True,-57.582973,-7.676099,-21.509348
cognitive impairments,jostling stunned,,5-meo-dmt,0.4619878470526773,True,40.783436,-30.942558,8.09193
disorientation,jostling stunned,,5-meo-dmt,0.04167814091798741,True,1.0827597,-9.312836,16.341513
philosophic contemplation,philosophical theme of the trip,,5-meo-dmt,0.05242073398923212,True,-26.565315,28.913036,9.007439
cognitive effects,novel perturbation of consciousness,,5-meo-dmt,0.22746902549399228,True,43.53834,-13.625263,-15.210668
sensory amplifications,extremely intense rush of sensations greater than any experienced before,,5-meo-dmt,0.13581587206166798,True,19.609749,-0.6216923,-44.74722
intensified senses,extremely intense rush of sensations greater than any experienced before,,5-meo-dmt,0.006946356819664569,True,-47.49075,-9.415308,-19.940897
